Settlement,Population,Estate,Trade,Tags,Notes,Coordinates,Province_2515,Province_2512,Province_2276,Ruler_2515,Ruler_2512,Ruler_2276,wiki_url,wiki_title,wiki_description,wiki_image
Hornfurt,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Mayer Heidegger,,,,,,
Affing,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Heidegger,,,,,,
Hurlach,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Astrid Toller,,,,,,
Eresried,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Toller,,,,,,
Kislegg,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Toller,,,,,,
Jengen,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Ottmar Raeder,,,,,,
Mathon,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Raeder,,,,,,
Tarrenz,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Raeder,,,,,,
Kayna,,,,"""source:MadAlfred""",,,Wissenland,,,Assembly,,,,,,
Kelgard,,,,"""source:MadAlfred""",,,Wissenland,,,Count Pfeifraucher,,,,,,
Lauben,,,,"""source:MadAlfred""",,,Wissenland,,,Count Pfeifraucher,,,,,,
Simbach,,,,"""source:MadAlfred""",,,Wissenland,,,Count Pfeifraucher,,,,,,
Kolbhügel,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Wolfram Mommsen,,,,,,
Mandling,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Mommsen,,,,,,
Volders,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Mommsen,,,,,,
Ottakring,,,,"""source:MadAlfred""",,,Wissenland,,,Baron von Kalb,,,,,,
Camfurt,,,,"""source:MadAlfred""",,,Wissenland,,,Count Pfeifraucher,,,,,,
Daiting,,,,"""source:MadAlfred""",,,Wissenland,,,Count Pfeifraucher,,,,,,
Serrig,,,,"""source:MadAlfred""",,,Wissenland,,,Count Pfeifraucher,,,,,,
Mauchen,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Rudolf Brecht,,,,,,
Hörbranz,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Brecht,,,,,,
Wilhams,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Brecht,,,,,,
Wolfurt,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Brecht,,,,,,
Mendelhof,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Gorim Axehand,,,,,,
Hochsölden,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Axehand,,,,,,
Schmirn,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Axehand,,,,,,
Moosach,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Hals Uhland,,,,,,
Aitrang,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Uhland,,,,,,
Nehren,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Theresa von Mecklenburg,,,,,,
Aich,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness von Mecklenburg,,,,,,
Frauenburg,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness von Mecklenburg,,,,,,
Nobitz,,,,"""source:MadAlfred""",,,Wissenland,,,Assembly,,,,,,
Oshausen,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Malmek Axeblade,,,,,,
Blaukopf,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Axeblade,,,,,,
Legau,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Axeblade,,,,,,
Osterzell,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Rosa Freytag,,,,,,
Pähl,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Elise Ostwald,,,,,,
Ranalt,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Ostwald,,,,,,
Torrach,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Ostwald,,,,,,
Pforzen,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Toppenheimer,,,,,,
Haverz,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Toppenheimer,,,,,,
Rohrhof,,,,"""source:MadAlfred""",,,Wissenland,,,Countess Bergida von Äms,,,,,,
Hürm,,,,"""source:MadAlfred""",,,Wissenland,,,Countess von Äms,,,,,,
Salmfähre,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Gabriel Kiesinger,,,,,,
Hofkirchen,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Kiesinger,,,,,,
Martinsbuch,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Kiesinger,,,,,,
Hardtenau,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Preiss,,,,,,
Lederfeld,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Preiss,,,,,,
Sexau,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Toppenheimer,,,,,,
Diepolz,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Toppenheimer,,,,,,
Leupolz,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Toppenheimer,,,,,,
Söchtenau,,,,"""source:MadAlfred""",,,Wissenland,,,Count Bruno Pfeifraucher,,,,,,
Leogang,,,,"""source:MadAlfred""",,,Wissenland,,,Count Pfeifraucher,,,,,,
Trun,,,,"""source:MadAlfred""",,,Wissenland,,,Count Pfeifraucher,,,,,,
Ertingen,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness von Heisenberg,,,,,,
Michelfurt,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness von Heisenberg,,,,,,
Thalfang,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness von Heisenberg,,,,,,
Wurmbaum,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness von Heisenberg,,,,,,
Sosa,,,,"""source:MadAlfred""",,,Wissenland,,,Assembly,,,,,,
Staig,,,,"""source:MadAlfred""",,,Wissenland,,,Abbot Artur Kepler,,,,,,
Doren,,,,"""source:MadAlfred""",,,Wissenland,,,Abbot Kepler,,,,,,
Rottum,,,,"""source:MadAlfred""",,,Wissenland,,,Abbot Kepler,,,,,,
Krossbach,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Herbart,,,,,,
Ollersbach,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Herbart,,,,,,
Vals,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Herbart,,,,,,
Trulben,,,,"""source:MadAlfred""",,,Wissenland,,,Countess von Äms,,,,,,
Asenham,,,,"""source:MadAlfred""",,,Wissenland,,,Countess von Äms,,,,,,
Rabenden,,,,"""source:MadAlfred""",,,Wissenland,,,Countess von Äms,,,,,,
Ummenbach,,,,"""source:MadAlfred""",,,Wissenland,,,Abbot Heinz Werfel,,,,,,
Tosens,,,,"""source:MadAlfred""",,,Wissenland,,,Abbot Werfel,,,,,,
Waldbach,,,,"""source:MadAlfred""",,,Wissenland,,,,,,,,,
Navis,,,,"""source:MadAlfred""",,,Wissenland,,,,,,,,,
Wittenhausen,,,,"""source:MadAlfred""",,,Wissenland,,,Countess von Äms,,,,,,
Soyen,,,,"""source:MadAlfred""",,,Wissenland,,,Countess von Äms,,,,,,
Wurmgrube,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness von Mecklenburg,,,,,,
Saulgrub,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness von Mecklenburg,,,,,,
Galenhausen,,,,"""source:MadAlfred""",,,Wissenland,,,Baron von Eigenhof,,,,,,
Hitisau,,,,"""source:MadAlfred""",,,Wissenland,,,Baron von Eigenhof,,,,,,
Kell,,,,"""source:MadAlfred""",,,Wissenland,,,Baron von Eigenhof,,,,,,
Turbenthal,,,,"""source:MadAlfred""",,,Wissenland,,,Baron von Eigenhof,,,,,,
Betzigau,,,,"""source:MadAlfred""",,,Wissenland,,,Grand Countess von Liebewitz,,,,,,
Penzfeld,,,,"""source:MadAlfred""",,,Wissenland,,,Grand Countess von Liebewitz,,,,,,
Stanzach,,,,"""source:MadAlfred""",,,Wissenland,,,Grand Countess von Liebewitz,,,,,,
Willstätter,,,,"""source:MadAlfred""",,,Wissenland,,,Grand Countess von Liebewitz,,,,,,
Fulgenstadt,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Toppenheimer,,,,,,
Gerechtfeld,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Toppenheimer,,,,,,
Nebelhausen,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Toppenheimer,,,,,,
Neukirsch,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Toppenheimer,,,,,,
Possenhof,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Toppenheimer,,,,,,
Rosenhausen,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Toppenheimer,,,,,,
Schaffenhof,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Toppenheimer,,,,,,
Tannau,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Toppenheimer,,,,,,
Tallerhof,1863,Barony of Teufeltal,,"""source:4eStarter; source:4eAotE1""",,,Reikland,,,,,,,,,
Elssen,109,County of Widow's Vale,,"""source:4eStarter; source:4eUA1""",,,Reikland,,,,,,,,,
Saal,127,County of Widow's Vale,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Bamenz,235,County of Widow's Vale,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Grunwächt,1702,County of Widow's Vale,,"""source:4eStarter; source:4eUA1""",,,Reikland,,,,,,,,,
Graushaben,,Barony of Graustadt,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Traisburg,,Barony of Graustadt,,"""source:4eStarter; source:4eUA1""",,,Reikland,,,,,,,,,
Kuhecke,,Barony of Graustadt,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Einel,,Barony of Graustadt,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Graustadt,,Barony of Graustadt,,"""source:4eStarter; source:4eUA2""",,,Reikland,,,,,,,,,
Teps,,Barony of Graustadt,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Niedlichen,,Barony of Graustadt,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Lamme,,Duchy of Falkenhayn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Karrel,,Duchy of Falkenhayn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Lietze,,Duchy of Falkenhayn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Obersin,,Duchy of Falkenhayn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Fahrendel,,Duchy of Falkenhayn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Rauschvel,,Duchy of Falkenhayn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Hilgerya,,Duchy of Falkenhayn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Dunkelgard,,Duchy of Falkenhayn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Coppendorf,,Duchy of Falkenhayn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Badsteinbruch,,Duchy of Falkenhayn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Aespe,,Duchy of Falkenhayn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Harswick,,Duchy of Falkenhayn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Wiedle,,Duchy of Falkenhayn,,"""source:4eStarter; source:4eAotE1""",,,Reikland,,,,,,,,,
Neufaljung,4240,Duchy of Black Rock,,"""source:4eStarter; source:4eUA2""",,,Reikland,,,,,,,,,
Alteberg,298,Duchy of Black Rock,,"""source:4eStarter; source:4eUA2""",,,Reikland,,,,,,,,,
Oberteufel,159,Duchy of Black Rock,,"""source:4eStarter; source:4eUA2""",,,Reikland,,,,,,,,,
Veloren,495,Duchy of Black Rock,,"""source:4eStarter; source:4eUA2""",,,Reikland,,,,,,,,,
Altenmasken,,Barony of OsterVorbergland,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Kalkturm,,Barony of OsterVorbergland,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Stadingen,,Barony of OsterVorbergland,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Kaltenwald,,Barony of OsterVorbergland,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Keltzell,,Barony of OsterVorbergland,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Otigalsch,,Barony of OsterVorbergland,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Koff,,Barony of Börhn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Meribad,,Barony of Börhn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Neumarkt,,Barony of Börhn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Lichenstadt,,Barony of Börhn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Ort,,Barony of Börhn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Ralsch,,Barony of Börhn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Fraubach,,Barony of Börhn,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Ettlindal,,Barony of Börhn,,"""source:4eStarter; source:4eCRB""",,,Reikland,,,,,,,,,
Duderfurt,,Duchy of Grauwerk,,"""source:4eStarter; source:4eAotE3""",,,Reikland,,,,,,,,,
Halb,,Duchy of Grauwerk,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Leche,,Duchy of Grauwerk,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Flechtben,,Duchy of Grauwerk,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Südenhager,,Duchy of Grauwerk,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Westenberg,,Duchy of Grauwerk,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Steirlich,,Duchy of Grauwerk,,"""source:4eStarter; source:4eCRB""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/Steirlich_Manor,,,
Shenstedt,,Duchy of Grauwerk,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Wäldesaule,,Duchy of Grauwerk,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Pramdorf,,Duchy of Wallenstein,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Walfenschloss,,Duchy of Wallenstein,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Walen,,Duchy of Wallenstein,,"""source:4eStarter; source:4eBotR""",,,Reikland,,,,,,,,,
Auers,,Duchy of Wallenstein,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Auerschloss,,Duchy of Wallenstein,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Hopfberg,,Duchy of Hopfberg,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Felsprag,,Duchy of Hopfberg,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Schutterbach,,Duchy of Hopfberg,,"""source:4eStarter""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/Barony_of_B%C3%B6hrn,,,
Fahrenbek,,Duchy of Karstadt,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Ulmeturm,,Duchy of Karstadt,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Ulmeweg,,Duchy of Karstadt,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Hagerdorf,,Duchy of Karstadt,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Karstadt,,Duchy of Karstadt,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Ruhmpunkt,,Duchy of Karstadt,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Ranzig,,Duchy of Karstadt,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Barsingdorf,,Duchy of Karstadt,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Niemberg,,Duchy of Karstadt,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Gotheim,,Duchy of Karstadt,,"""source:4eStarter; source:4eUA1""",,,Reikland,,,,,,https://whfb.lexicanum.com/wiki/The_Mad_Men_of_Gotheim,,,
Halberst,,Duchy of Karstadt,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Roswege,,Duchy of Aschaffen,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Aschaffen,,Duchy of Aschaffen,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Blitzhöhe,,Duchy of Aschaffen,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Gutensberg,,Duchy of Haalstein,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Schwartzgrube,,Duchy of Haalstein,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Oberlin,,Duchy of Stimmeswald,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Marktlich,,Duchy of Stimmeswald,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Gaurish,,Duchy of Stimmeswald,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Messelwerk,,Duchy of Stimmeswald,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Grausee,,Barony of Lady's Vale,,"""source:4eStarter; source:4eUA1""",,,Reikland,,,,,,,,,
Grauner,,Barony of Lady's Vale,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Ebenefeld,,Barony of Lady's Vale,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Dameblick,,Barony of Lady's Vale,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Graumarkschlosse,,March of Grey Lady Pass,,"""source:4eStarter""",,,Reikland,,,,,,,,,
Teufelquelle,,March of Grey Lady Pass,,"""source:4eStarter""",,,Reikland,,,,,,,,,
